,eth_price,lp_delta,hedge_delta,hedge_trade_eth,hedge_cost_usd,hedge_pnl_usd,lp_value_usd,funding_usd,fee_usd,lvr_usd,markout_usd,gas_usd,lp_pnl_usd,net_usd,decomp_usd,cum_net
2024-01-01 00:00:00+00:00,2995.6403305861327,154.8052700792658,-154.8052700792658,-0.0,0.0,0.0,1000000.0,121.10256798707533,3.3841715359214937,3.6371456519618706,-0.2529741160403993,0.0,0.0,124.48673952299683,120.84959387103495,124.48673952299683
2024-01-01 00:01:00+00:00,2993.902358941562,155.46941912019935,-154.8052700792658,0.0,0.0,269.0471698278783,999730.3757778045,0.0,1.277089966103758,0.7565758703579846,0.5205140957457954,0.0,-269.62422219547443,0.7000375985076195,0.5205140957457735,125.18677712150445
2024-01-01 00:02:00+00:00,2988.958203659387,157.36194707467502,-154.8052700792658,0.0,0.0,765.3812937709234,998957.0342851181,0.0,4.1233807859022225,2.6114429657489326,1.5119378201533262,0.0,-773.3414926864207,-3.836818129595022,1.5119378201532898,121.34995899190943
2024-01-01 00:03:00+00:00,2987.6342199074143,157.86953998344285,-154.8052700792658,0.0,0.0,204.9596623046964,998748.3536388502,0.0,2.1688603940275706,2.4033477285068923,-0.23448733447976947,0.0,-208.6806462679524,-1.5521235692284328,-0.23448733447932169,119.797835422681
2024-01-01 00:04:00+00:00,2986.288819615955,158.3856893913305,-154.8052700792658,0.0,0.0,208.27505548404892,998535.6087390599,0.0,1.7779512822343346,2.3652659402519554,-0.5873146580174321,0.0,-212.7448997902684,-2.691893023985137,-0.5873146580176207,117.10594239869587
2024-01-01 00:05:00+00:00,2987.1530879883157,158.05408139328628,-154.8052700792658,0.0,0.0,-133.79329880424768,998672.3531715169,0.0,0.0,0.0,0.0,0.0,136.74443245702423,2.951133652776548,0.0,120.05707605147242
2024-01-01 00:06:00+00:00,2986.5306667776113,158.29288142666596,-154.8052700792658,0.0,0.0,96.35408362617183,998573.9026455882,0.0,0.13035052273070477,-0.06617284977908777,0.19652337250979612,0.0,-98.45052592875436,-1.9660917798518265,0.19652337250979254,118.0909842716206
2024-01-01 00:07:00+00:00,2979.780680532179,160.88740549161042,-154.8052700792658,0.0,0.0,1044.9334437554935,997496.6763256674,0.0,2.598938601050717,4.171759833499725,-1.5728212324494444,0.0,-1077.2263199207373,-29.693937564193078,-1.5728212324490078,88.39704670742752
2024-01-01 00:08:00+00:00,2973.2770494943034,163.3955896187001,-154.8052700792658,0.0,0.0,1006.7963593142115,996442.1723048817,0.0,3.644566511130145,4.0435785107924485,-0.3990119996625587,0.0,-1054.50402078568,-44.06309496033841,-0.3990119996623034,44.33395174708911
2024-01-01 00:09:00+00:00,2972.255145540517,163.79044432804477,-154.8052700792658,0.0,0.0,158.1961175609852,996274.9959713629,0.0,3.047621027680232,4.6685320685299825,-1.620911040849465,0.0,-167.17633351881523,-5.932594930149809,-1.6209110408497507,38.4013568169393
2024-01-01 00:10:00+00:00,2971.9960184114393,163.8906011404187,-154.8052700792658,0.0,0.0,40.1142452017179,996232.5404473627,0.0,1.4592377458775285,0.1706070657942127,1.2886306800833243,0.0,-42.455524000222795,-0.8820410526273665,1.2886306800833158,37.51931576431193
2024-01-01 00:11:00+00:00,2974.653808523706,162.863943780789,-154.8052700792658,0.0,0.0,-411.4399161434744,996666.7626417937,0.0,3.3635322994096053,3.6552271345993192,-0.2916948351902161,0.0,434.2221944310004,26.145810586935575,-0.29169483518971395,63.66512635124751
2024-01-01 00:12:00+00:00,2974.018794271668,163.10911343360777,-154.8052700792658,0.0,0.0,98.30355279095927,996563.2638773932,0.0,0.24776278965235413,0.28394455625707876,-0.036181766604728806,0.0,-103.49876440048683,-4.947448819875207,-0.036181766604724636,58.7176775313723
2024-01-01 00:13:00+00:00,2968.5976035318636,165.20535682080038,-154.8052700792658,0.0,0.0,839.228896626633,995673.3387862019,0.0,1.4705414154892227,-0.5197689404821632,1.9903103559714492,0.0,-889.9250911913114,-49.2256531491892,1.9903103559713857,9.492024382183104
2024-01-01 00:14:00+00:00,2969.6029858087777,164.8161662814585,-154.8052700792658,0.0,0.0,-155.63847491059963,995839.2376648037,0.0,6.211947235236181,4.706097406877509,1.5058498283579849,0.0,165.89887860184535,16.47235092648191,1.5058498283586719,25.964375308665012
2024-01-01 00:15:00+00:00,2974.4254182306995,162.95211286916796,-154.8052700792658,0.0,0.0,-746.5379535146126,996629.5560296648,0.0,2.582250588063914,3.110631642949941,-0.5283810548867195,0.0,790.318364861072,46.36266193452337,-0.5283810548860268,72.32703724318839
2024-01-01 00:16:00+00:00,2974.6873149052194,162.8510096407215,-154.8052700792658,0.0,0.0,-40.54298543191518,996672.2194065405,0.0,1.4088110163394785,1.7155031180243874,-0.3066921016849904,0.0,42.66337687568739,3.5292024601116916,-0.3066921016849089,75.85623970330008
2024-01-01 00:17:00+00:00,2971.197916481041,164.1991627208678,-154.8052700792658,0.0,0.0,540.1772654691155,996101.61591869,0.0,2.64511977105322,1.7229939186469019,0.9221258524065232,0.0,-570.6034878505161,-27.781102610347414,0.9221258524063183,48.07513709295266
2024-01-01 00:18:00+00:00,2969.505765657777,164.85379225208345,-154.8052700792658,0.0,0.0,261.9538652102356,995823.2123832435,0.0,1.0453456796899823,0.9839689952906193,0.0613766843992757,0.0,-278.40353544650134,-15.404324556575736,0.061376684399362946,32.67081253637692
2024-01-01 00:19:00+00:00,2969.6415067592316,164.80125848254136,-154.8052700792658,0.0,0.0,-21.01343787154279,995845.5862530465,0.0,1.8140500627964793,2.6606917693802665,-0.8466417065842248,0.0,22.37386980303563,3.1744819942893194,-0.8466417065837872,35.84529453066624
2024-01-01 00:20:00+00:00,2969.1972850980374,164.9731920861549,-154.8052700792658,0.0,0.0,68.76785423622914,995772.339777349,0.0,5.522665878562151,1.2365544372730772,4.2861114412891705,0.0,-73.24647569749504,1.0440444172962486,4.286111441289074,36.889338947962486
