timestamp,price,in_range,lp_value,delta_eth,hedge_eth,cum_fees,cum_funding,cum_binance,cum_slippage,lp_pnl,total_pnl,rebalanced
2026-05-08 02:39:24.209916,2006.390081213533,True,92618.39245783325,21.241329319200087,-21.241329319200087,12.306869995038696,0.0,17.047356983133305,4.261839245783326,-7381.607542166748,-7390.609868400626,False
2026-05-08 03:39:24.209916,2004.6239307327012,True,92580.72456207048,21.45376284041985,-21.241329319200087,15.346038844745241,-0.757362595188575,17.047356983133305,4.261839245783326,-7419.275437929522,-7388.480573918268,False
2026-05-08 04:39:24.209916,2012.9760769396073,True,92755.62758437287,20.463223725345685,-21.241329319200087,28.268379403930524,-1.5178806965195637,17.047356983133305,4.261839245783326,-7244.372415627135,-7378.826417261029,False
2026-05-08 05:39:24.209916,2032.7377238662257,True,93137.03963800316,18.16003876921715,-18.16003876921715,55.06132935020968,-2.2858649025757782,19.552739198790437,4.888184799697609,-6862.96036199684,-7394.284775918149,True
2026-05-08 06:39:24.209916,2029.7003255204572,True,93081.36196172368,18.511836033821155,-18.16003876921715,61.26022439676126,-2.9414633890318376,19.552739198790437,4.888184799697609,-6918.638038276316,-7389.259883920818,False
2026-05-08 07:39:24.209916,2026.667679079809,True,93024.70742608584,18.863897232139916,-18.16003876921715,66.44575068021626,-3.5960823227965726,19.552739198790437,4.888184799697609,-6975.292573914165,-7386.310535273476,False
2026-05-08 08:39:24.209916,2047.3009755267624,True,93389.2551513298,16.498440315616836,-16.498440315616836,94.524565827152,-4.2573658650018436,20.91345605278631,5.228364013196577,-6610.744848670205,-7370.7476379057025,True
2026-05-08 09:39:24.209916,2057.4096890642945,True,93550.07927078045,15.355138553297033,-15.355138553297033,113.86556206928549,-4.861109993652472,21.854352102114728,5.463588025528682,-6449.92072921955,-7359.140393369868,True
2026-05-08 10:39:24.209916,2051.238692163604,True,93453.28412909152,16.05478671947409,-15.355138553297033,122.5364092989297,-4.3520350904766065,21.854352102114728,5.463588025528682,-6546.715870908476,-7351.999100503903,False
2026-05-08 11:39:24.209916,2058.39735720634,True,93565.16965635598,15.238632518520307,-15.355138553297033,129.44467415384108,-3.8411835550992226,21.854352102114728,5.463588025528682,-6434.830343644018,-7342.616750437014,False
2026-05-08 12:39:24.209916,2052.3030812883744,True,93470.28906114468,15.938105803260816,-15.355138553297033,145.97442051416513,-3.3318444926167374,21.854352102114728,5.463588025528682,-6529.710938855322,-7326.879809123127,False
2026-05-08 13:39:24.209916,2046.1965202653994,True,93370.9781820106,16.615261325964664,-16.615261325964664,160.8366688177996,-2.8240209519374364,22.885735635130604,5.721433908782651,-6629.0218179894,-7318.342755237218,True
2026-05-08 14:39:24.209916,2049.384587432623,True,93423.35585260733,16.26488588804977,-16.615261325964664,164.88161636301552,-2.27366661920134,22.885735635130604,5.721433908782651,-6576.644147392668,-7314.340351870682,False
2026-05-08 15:39:24.209916,2024.413371742554,True,92981.90300439534,19.12224330343603,-19.12224330343603,207.90902436940308,-1.7300182102010777,24.915802770294853,6.228950692573713,-7018.096995604661,-7299.85645326872,True
2026-05-08 16:39:24.209916,2002.1626111332341,True,92527.61539026705,21.73715627230698,-21.73715627230698,235.17818660807364,-1.1112187381190495,27.00999516135118,6.752498790337795,-7472.3846097329515,-7303.389388117155,True
